orderid,ordedate,cutomerid,store,productid,cost,salesproce,quantity,amountcost,amountsales,profit
A1000058,2020/03/03,A00153,A,383,40,65,1,40,65,25
A1000058,2020/03/03,A00153,A,390,100,170,1,100,170,70
A1000058,2020/03/03,A00153,A,407,95,165,1,95,165,70
A1000058,2020/03/03,A00153,A,444,100,170,5,500,850,350
A1000059,2020/01/20,A00156,A,219,400,550,1,400,550,150
A1000059,2020/01/20,A00156,A,229,46,86,1,46,86,40
A1000059,2020/01/20,A00156,A,350,130,300,2,260,600,340
A1000059,2020/01/20,A00156,A,359,90,150,1,90,150,60
A1000059,2020/01/20,A00156,A,383,40,65,1,40,65,25
A1000059,2020/01/20,A00156,A,390,100,170,1,100,170,70
A1000059,2020/01/20,A00156,A,407,95,165,1,95,165,70
A1000059,2020/01/20,A00156,A,444,100,170,2,200,340,140
A1000060,2020/12/07,A00158,A,219,400,550,4,1600,2200,600
A1000060,2020/12/07,A00158,A,229,46,86,1,46,86,40
A1000060,2020/12/07,A00158,A,350,130,300,1,130,300,170
A1000060,2020/12/07,A00158,A,359,90,150,1,90,150,60
A1000060,2020/12/07,A00158,A,383,40,65,1,40,65,25
A1000060,2020/12/07,A00158,A,390,100,170,1,100,170,70
A1000060,2020/12/07,A00158,A,407,95,165,1,95,165,70
A1000060,2020/12/07,A00158,A,444,100,170,1,100,170,70
A1000061,2020/07/15,A00159,A,219,400,550,1,400,550,150
A1000061,2020/07/15,A00159,A,229,46,86,1,46,86,40
A1000061,2020/07/15,A00159,A,350,130,300,1,130,300,170
A1000061,2020/07/15,A00159,A,359,90,150,1,90,150,60
A1000061,2020/07/15,A00159,A,383,40,65,1,40,65,25
A1000061,2020/07/15,A00159,A,390,100,170,1,100,170,70
A1000061,2020/07/15,A00159,A,407,95,165,1,95,165,70
A1000061,2020/07/15,A00159,A,444,100,170,1,100,170,70
A1000062,2020/07/11,A00160,A,219,400,550,2,800,1100,300
A1000062,2020/07/11,A00160,A,229,46,86,1,46,86,40
A1000062,2020/07/11,A00160,A,350,130,300,1,130,300,170
A1000062,2020/07/11,A00160,A,359,90,150,5,450,750,300
A1000062,2020/07/11,A00160,A,383,40,65,1,40,65,25
A1000062,2020/07/11,A00160,A,390,100,170,1,100,170,70
A1000062,2020/07/11,A00160,A,407,95,165,1,95,165,70
A1000062,2020/07/11,A00160,A,444,100,170,5,500,850,350
A1000063,2020/05/01,A00162,A,219,400,550,5,2000,2750,750
A1000063,2020/05/01,A00162,A,229,46,86,1,46,86,40
A1000063,2020/05/01,A00162,A,359,90,150,2,180,300,120
A1000063,2020/05/01,A00162,A,383,40,65,1,40,65,25
A1000063,2020/05/01,A00162,A,390,100,170,1,100,170,70
A1000063,2020/05/01,A00162,A,407,95,165,1,95,165,70
A1000063,2020/05/01,A00162,A,444,100,170,1,100,170,70
A1000064,2020/03/21,A00166,A,219,400,550,1,400,550,150
A1000064,2020/03/21,A00166,A,229,46,86,1,46,86,40
A1000064,2020/03/21,A00166,A,350,130,300,1,130,300,170
A1000064,2020/03/21,A00166,A,359,90,150,1,90,150,60
A1000064,2020/03/21,A00166,A,383,40,65,2,80,130,50
A1000064,2020/03/21,A00166,A,390,100,170,1,100,170,70
A1000064,2020/03/21,A00166,A,407,95,165,6,570,990,420
A1000064,2020/03/21,A00166,A,444,100,170,7,700,1190,490
A1000065,2020/10/02,A00170,A,219,400,550,1,400,550,150
A1000065,2020/10/02,A00170,A,229,46,86,1,46,86,40
A1000065,2020/10/02,A00170,A,350,130,300,1,130,300,170
A1000065,2020/10/02,A00170,A,359,90,150,1,90,150,60
A1000065,2020/10/02,A00170,A,383,40,65,1,40,65,25
A1000065,2020/10/02,A00170,A,390,100,170,2,200,340,140
A1000065,2020/10/02,A00170,A,407,95,165,1,95,165,70
A1000065,2020/10/02,A00170,A,444,100,170,1,100,170,70
A1000066,2020/10/09,A00174,A,219,400,550,2,800,1100,300
A1000066,2020/10/09,A00174,A,229,46,86,2,92,172,80
A1000066,2020/10/09,A00174,A,350,130,300,1,130,300,170
A1000066,2020/10/09,A00174,A,359,90,150,1,90,150,60
A1000066,2020/10/09,A00174,A,383,40,65,1,40,65,25
A1000066,2020/10/09,A00174,A,390,100,170,2,200,340,140
A1000066,2020/10/09,A00174,A,407,95,165,1,95,165,70
A1000066,2020/10/09,A00174,A,444,100,170,1,100,170,70
A1000067,2020/02/20,A00176,A,219,400,550,1,400,550,150
A1000067,2020/02/20,A00176,A,229,46,86,1,46,86,40
A1000067,2020/02/20,A00176,A,350,130,300,1,130,300,170
A1000067,2020/02/20,A00176,A,359,90,150,1,90,150,60
A1000067,2020/02/20,A00176,A,383,40,65,1,40,65,25
A1000067,2020/02/20,A00176,A,390,100,170,1,100,170,70
A1000067,2020/02/20,A00176,A,407,95,165,1,95,165,70
A1000067,2020/02/20,A00176,A,444,100,170,1,100,170,70
A1000068,2020/05/15,A00178,A,219,400,550,1,400,550,150
A1000068,2020/05/15,A00178,A,229,46,86,1,46,86,40
A1000068,2020/05/15,A00178,A,359,90,150,1,90,150,60
A1000068,2020/05/15,A00178,A,383,40,65,1,40,65,25
A1000068,2020/05/15,A00178,A,390,100,170,1,100,170,70
A1000068,2020/05/15,A00178,A,407,95,165,1,95,165,70
A1000068,2020/05/15,A00178,A,444,100,170,1,100,170,70
A1000069,2020/07/10,A00179,A,219,400,550,1,400,550,150
A1000069,2020/07/10,A00179,A,229,46,86,1,46,86,40
A1000069,2020/07/10,A00179,A,350,130,300,1,130,300,170
A1000069,2020/07/10,A00179,A,359,90,150,1,90,150,60
A1000069,2020/07/10,A00179,A,383,40,65,1,40,65,25
A1000069,2020/07/10,A00179,A,390,100,170,2,200,340,140
A1000069,2020/07/10,A00179,A,407,95,165,1,95,165,70
A1000069,2020/07/10,A00179,A,444,100,170,2,200,340,140
A1000070,2020/09/21,A00180,A,219,400,550,1,400,550,150
A1000070,2020/09/21,A00180,A,229,46,86,1,46,86,40
A1000070,2020/09/21,A00180,A,350,130,300,6,780,1800,1020
A1000070,2020/09/21,A00180,A,359,90,150,1,90,150,60
A1000070,2020/09/21,A00180,A,383,40,65,1,40,65,25
A1000070,2020/09/21,A00180,A,390,100,170,2,200,340,140
A1000070,2020/09/21,A00180,A,407,95,165,2,190,330,140
A1000070,2020/09/21,A00180,A,444,100,170,1,100,170,70
A1000071,2020/06/09,A00188,A,219,400,550,1,400,550,150
A1000071,2020/06/09,A00188,A,229,46,86,1,46,86,40
A1000071,2020/06/09,A00188,A,350,130,300,1,130,300,170
A1000071,2020/06/09,A00188,A,359,90,150,1,90,150,60
A1000071,2020/06/09,A00188,A,383,40,65,2,80,130,50
A1000071,2020/06/09,A00188,A,390,100,170,5,500,850,350
A1000071,2020/06/09,A00188,A,407,95,165,1,95,165,70
A1000071,2020/06/09,A00188,A,444,100,170,1,100,170,70
A1000072,2020/06/25,A00190,A,219,400,550,1,400,550,150
A1000072,2020/06/25,A00190,A,229,46,86,1,46,86,40
A1000072,2020/06/25,A00190,A,359,90,150,1,90,150,60
A1000072,2020/06/25,A00190,A,383,40,65,1,40,65,25
A1000072,2020/06/25,A00190,A,390,100,170,1,100,170,70
A1000072,2020/06/25,A00190,A,407,95,165,1,95,165,70
A1000072,2020/06/25,A00190,A,444,100,170,1,100,170,70
A1000073,2020/12/03,A00191,A,219,400,550,1,400,550,150
A1000073,2020/12/03,A00191,A,229,46,86,4,184,344,160
A1000073,2020/12/03,A00191,A,350,130,300,1,130,300,170
A1000073,2020/12/03,A00191,A,359,90,150,1,90,150,60
A1000073,2020/12/03,A00191,A,383,40,65,1,40,65,25
A1000073,2020/12/03,A00191,A,390,100,170,1,100,170,70
A1000073,2020/12/03,A00191,A,407,95,165,1,95,165,70
A1000073,2020/12/03,A00191,A,444,100,170,2,200,340,140
A1000074,2020/02/06,A00196,A,219,400,550,5,2000,2750,750
A1000074,2020/02/06,A00196,A,229,46,86,1,46,86,40
A1000074,2020/02/06,A00196,A,350,130,300,5,650,1500,850
A1000074,2020/02/06,A00196,A,359,90,150,1,90,150,60
A1000074,2020/02/06,A00196,A,383,40,65,1,40,65,25
A1000074,2020/02/06,A00196,A,390,100,170,1,100,170,70
A1000074,2020/02/06,A00196,A,407,95,165,1,95,165,70
A1000074,2020/02/06,A00196,A,444,100,170,1,100,170,70
A1000075,2020/08/05,A00199,A,219,400,550,1,400,550,150
A1000075,2020/08/05,A00199,A,229,46,86,1,46,86,40
A1000075,2020/08/05,A00199,A,350,130,300,1,130,300,170
A1000075,2020/08/05,A00199,A,359,90,150,1,90,150,60
A1000075,2020/08/05,A00199,A,383,40,65,1,40,65,25
A1000075,2020/08/05,A00199,A,390,100,170,1,100,170,70
A1000075,2020/08/05,A00199,A,407,95,165,1,95,165,70
A1000075,2020/08/05,A00199,A,444,100,170,1,100,170,70
A1000076,2020/10/22,A00201,A,219,400,550,1,400,550,150
A1000076,2020/10/22,A00201,A,229,46,86,1,46,86,40
A1000076,2020/10/22,A00201,A,350,130,300,1,130,300,170
A1000076,2020/10/22,A00201,A,359,90,150,1,90,150,60
A1000076,2020/10/22,A00201,A,383,40,65,1,40,65,25
A1000076,2020/10/22,A00201,A,390,100,170,1,100,170,70
A1000076,2020/10/22,A00201,A,407,95,165,1,95,165,70
A1000076,2020/10/22,A00201,A,444,100,170,6,600,1020,420
A1000077,2020/12/04,A00204,A,219,400,550,4,1600,2200,600
A1000077,2020/12/04,A00204,A,229,46,86,1,46,86,40
A1000077,2020/12/04,A00204,A,295,200,310,1,200,310,110
A1000077,2020/12/04,A00204,A,350,130,300,1,130,300,170
A1000077,2020/12/04,A00204,A,359,90,150,1,90,150,60
A1000077,2020/12/04,A00204,A,383,40,65,2,80,130,50
A1000077,2020/12/04,A00204,A,390,100,170,1,100,170,70
A1000077,2020/12/04,A00204,A,407,95,165,1,95,165,70
A1000077,2020/12/04,A00204,A,444,100,170,1,100,170,70
A1000078,2020/08/08,A00206,A,219,400,550,1,400,550,150
A1000078,2020/08/08,A00206,A,229,46,86,1,46,86,40
A1000078,2020/08/08,A00206,A,350,130,300,1,130,300,170
A1000078,2020/08/08,A00206,A,359,90,150,1,90,150,60
A1000078,2020/08/08,A00206,A,383,40,65,1,40,65,25
A1000078,2020/08/08,A00206,A,390,100,170,1,100,170,70
A1000078,2020/08/08,A00206,A,407,95,165,1,95,165,70
A1000078,2020/08/08,A00206,A,444,100,170,1,100,170,70
A1000079,2020/01/08,A00211,A,219,400,550,2,800,1100,300
A1000079,2020/01/08,A00211,A,229,46,86,1,46,86,40
A1000079,2020/01/08,A00211,A,350,130,300,2,260,600,340
A1000079,2020/01/08,A00211,A,359,90,150,1,90,150,60
A1000079,2020/01/08,A00211,A,383,40,65,1,40,65,25
A1000079,2020/01/08,A00211,A,390,100,170,4,400,680,280
A1000079,2020/01/08,A00211,A,407,95,165,1,95,165,70
A1000079,2020/01/08,A00211,A,444,100,170,4,400,680,280
A1000080,2020/07/06,A00212,A,219,400,550,1,400,550,150
A1000080,2020/07/06,A00212,A,229,46,86,1,46,86,40
A1000080,2020/07/06,A00212,A,350,130,300,1,130,300,170
A1000080,2020/07/06,A00212,A,359,90,150,5,450,750,300
A1000080,2020/07/06,A00212,A,383,40,65,1,40,65,25
A1000080,2020/07/06,A00212,A,390,100,170,1,100,170,70
A1000080,2020/07/06,A00212,A,407,95,165,1,95,165,70
A1000080,2020/07/06,A00212,A,444,100,170,1,100,170,70
A1000081,2020/08/16,A00215,A,219,400,550,1,400,550,150
A1000081,2020/08/16,A00215,A,229,46,86,5,230,430,200
A1000081,2020/08/16,A00215,A,350,130,300,1,130,300,170
A1000081,2020/08/16,A00215,A,359,90,150,1,90,150,60
A1000081,2020/08/16,A00215,A,383,40,65,3,120,195,75
A1000081,2020/08/16,A00215,A,390,100,170,1,100,170,70
A1000081,2020/08/16,A00215,A,407,95,165,1,95,165,70
A1000081,2020/08/16,A00215,A,444,100,170,1,100,170,70
A1000082,2020/10/28,A00218,A,219,400,550,1,400,550,150
A1000082,2020/10/28,A00218,A,229,46,86,1,46,86,40
A1000082,2020/10/28,A00218,A,359,90,150,1,90,150,60
A1000082,2020/10/28,A00218,A,383,40,65,1,40,65,25
A1000082,2020/10/28,A00218,A,390,100,170,1,100,170,70
A1000082,2020/10/28,A00218,A,407,95,165,1,95,165,70
A1000082,2020/10/28,A00218,A,444,100,170,2,200,340,140
A1000083,2020/01/02,A00220,A,219,400,550,1,400,550,150
A1000083,2020/01/02,A00220,A,229,46,86,1,46,86,40
A1000083,2020/01/02,A00220,A,359,90,150,1,90,150,60
A1000083,2020/01/02,A00220,A,383,40,65,2,80,130,50
A1000083,2020/01/02,A00220,A,390,100,170,1,100,170,70
A1000083,2020/01/02,A00220,A,407,95,165,1,95,165,70
A1000083,2020/01/02,A00220,A,444,100,170,1,100,170,70
A1000084,2020/08/13,A00221,A,219,400,550,1,400,550,150
A1000084,2020/08/13,A00221,A,229,46,86,1,46,86,40
A1000084,2020/08/13,A00221,A,383,40,65,1,40,65,25
A1000084,2020/08/13,A00221,A,390,100,170,1,100,170,70
A1000084,2020/08/13,A00221,A,407,95,165,1,95,165,70
A1000084,2020/08/13,A00221,A,444,100,170,1,100,170,70
A1000085,2020/03/08,A00225,A,219,400,550,3,1200,1650,450
A1000085,2020/03/08,A00225,A,229,46,86,4,184,344,160
A1000085,2020/03/08,A00225,A,350,130,300,1,130,300,170
A1000085,2020/03/08,A00225,A,359,90,150,1,90,150,60
A1000085,2020/03/08,A00225,A,383,40,65,1,40,65,25
A1000085,2020/03/08,A00225,A,390,100,170,1,100,170,70
A1000085,2020/03/08,A00225,A,407,95,165,3,285,495,210
A1000085,2020/03/08,A00225,A,444,100,170,1,100,170,70
A1000086,2020/10/26,A00226,A,219,400,550,2,800,1100,300
A1000086,2020/10/26,A00226,A,229,46,86,1,46,86,40
A1000086,2020/10/26,A00226,A,295,200,310,1,200,310,110
A1000086,2020/10/26,A00226,A,350,130,300,1,130,300,170
A1000086,2020/10/26,A00226,A,359,90,150,2,180,300,120
A1000086,2020/10/26,A00226,A,383,40,65,1,40,65,25
A1000086,2020/10/26,A00226,A,390,100,170,1,100,170,70
A1000086,2020/10/26,A00226,A,407,95,165,1,95,165,70
A1000086,2020/10/26,A00226,A,444,100,170,2,200,340,140
A1000087,2020/08/21,A00228,A,219,400,550,1,400,550,150
A1000087,2020/08/21,A00228,A,229,46,86,1,46,86,40
A1000087,2020/08/21,A00228,A,295,200,310,1,200,310,110
A1000087,2020/08/21,A00228,A,350,130,300,1,130,300,170
A1000087,2020/08/21,A00228,A,359,90,150,1,90,150,60
A1000087,2020/08/21,A00228,A,383,40,65,1,40,65,25
A1000087,2020/08/21,A00228,A,390,100,170,1,100,170,70
A1000087,2020/08/21,A00228,A,407,95,165,6,570,990,420
A1000087,2020/08/21,A00228,A,444,100,170,1,100,170,70
A1000088,2020/08/20,A00230,A,219,400,550,1,400,550,150
A1000088,2020/08/20,A00230,A,229,46,86,1,46,86,40
A1000088,2020/08/20,A00230,A,350,130,300,1,130,300,170
A1000088,2020/08/20,A00230,A,359,90,150,1,90,150,60
A1000088,2020/08/20,A00230,A,383,40,65,1,40,65,25
A1000088,2020/08/20,A00230,A,390,100,170,1,100,170,70
A1000088,2020/08/20,A00230,A,407,95,165,1,95,165,70
A1000088,2020/08/20,A00230,A,444,100,170,2,200,340,140
A1000089,2020/08/19,A00232,A,219,400,550,1,400,550,150
A1000089,2020/08/19,A00232,A,229,46,86,1,46,86,40
A1000089,2020/08/19,A00232,A,350,130,300,2,260,600,340
A1000089,2020/08/19,A00232,A,359,90,150,1,90,150,60
A1000089,2020/08/19,A00232,A,383,40,65,1,40,65,25
A1000089,2020/08/19,A00232,A,390,100,170,1,100,170,70
A1000089,2020/08/19,A00232,A,407,95,165,1,95,165,70
A1000089,2020/08/19,A00232,A,444,100,170,1,100,170,70
A1000090,2020/03/19,A00237,A,219,400,550,1,400,550,150
A1000090,2020/03/19,A00237,A,229,46,86,1,46,86,40
A1000090,2020/03/19,A00237,A,350,130,300,1,130,300,170
A1000090,2020/03/19,A00237,A,359,90,150,1,90,150,60
A1000090,2020/03/19,A00237,A,383,40,65,1,40,65,25
A1000090,2020/03/19,A00237,A,390,100,170,1,100,170,70
A1000090,2020/03/19,A00237,A,407,95,165,1,95,165,70
A1000090,2020/03/19,A00237,A,444,100,170,1,100,170,70
A1000091,2020/04/06,A00239,A,219,400,550,1,400,550,150
A1000091,2020/04/06,A00239,A,229,46,86,1,46,86,40
A1000091,2020/04/06,A00239,A,359,90,150,1,90,150,60
A1000091,2020/04/06,A00239,A,383,40,65,1,40,65,25
A1000091,2020/04/06,A00239,A,390,100,170,1,100,170,70
A1000091,2020/04/06,A00239,A,407,95,165,1,95,165,70
A1000091,2020/04/06,A00239,A,444,100,170,1,100,170,70
A1000092,2020/11/26,A00242,A,219,400,550,1,400,550,150
A1000092,2020/11/26,A00242,A,229,46,86,2,92,172,80
A1000092,2020/11/26,A00242,A,359,90,150,1,90,150,60
A1000092,2020/11/26,A00242,A,383,40,65,1,40,65,25
A1000092,2020/11/26,A00242,A,390,100,170,1,100,170,70
A1000092,2020/11/26,A00242,A,407,95,165,1,95,165,70
A1000092,2020/11/26,A00242,A,444,100,170,1,100,170,70
A1000093,2020/09/28,A00243,A,219,400,550,1,400,550,150
A1000093,2020/09/28,A00243,A,229,46,86,4,184,344,160
A1000093,2020/09/28,A00243,A,350,130,300,1,130,300,170
A1000093,2020/09/28,A00243,A,359,90,150,1,90,150,60
A1000093,2020/09/28,A00243,A,383,40,65,1,40,65,25
A1000093,2020/09/28,A00243,A,390,100,170,1,100,170,70
A1000093,2020/09/28,A00243,A,407,95,165,1,95,165,70
A1000093,2020/09/28,A00243,A,444,100,170,1,100,170,70
A1000094,2020/03/16,A00250,A,219,400,550,2,800,1100,300
A1000094,2020/03/16,A00250,A,229,46,86,1,46,86,40
A1000094,2020/03/16,A00250,A,359,90,150,1,90,150,60
A1000094,2020/03/16,A00250,A,383,40,65,1,40,65,25
A1000094,2020/03/16,A00250,A,390,100,170,1,100,170,70
A1000094,2020/03/16,A00250,A,407,95,165,1,95,165,70
A1000094,2020/03/16,A00250,A,444,100,170,1,100,170,70
A1000095,2020/05/23,A00253,A,219,400,550,1,400,550,150
A1000095,2020/05/23,A00253,A,229,46,86,4,184,344,160
A1000095,2020/05/23,A00253,A,350,130,300,6,780,1800,1020
A1000095,2020/05/23,A00253,A,359,90,150,1,90,150,60
A1000095,2020/05/23,A00253,A,383,40,65,1,40,65,25
A1000095,2020/05/23,A00253,A,390,100,170,2,200,340,140
A1000095,2020/05/23,A00253,A,407,95,165,1,95,165,70
A1000095,2020/05/23,A00253,A,444,100,170,2,200,340,140
A1000096,2020/01/25,A00258,A,219,400,550,5,2000,2750,750
A1000096,2020/01/25,A00258,A,229,46,86,2,92,172,80
A1000096,2020/01/25,A00258,A,359,90,150,1,90,150,60
A1000096,2020/01/25,A00258,A,383,40,65,1,40,65,25
A1000096,2020/01/25,A00258,A,390,100,170,1,100,170,70
A1000096,2020/01/25,A00258,A,407,95,165,1,95,165,70
A1000096,2020/01/25,A00258,A,444,100,170,5,500,850,350
A1000097,2020/06/20,A00259,A,219,400,550,1,400,550,150
A1000097,2020/06/20,A00259,A,229,46,86,1,46,86,40
A1000097,2020/06/20,A00259,A,350,130,300,1,130,300,170
A1000097,2020/06/20,A00259,A,359,90,150,1,90,150,60
A1000097,2020/06/20,A00259,A,383,40,65,1,40,65,25
A1000097,2020/06/20,A00259,A,390,100,170,1,100,170,70
A1000097,2020/06/20,A00259,A,407,95,165,1,95,165,70
A1000097,2020/06/20,A00259,A,444,100,170,1,100,170,70
A1000098,2020/06/13,A00263,A,219,400,550,1,400,550,150
A1000098,2020/06/13,A00263,A,229,46,86,1,46,86,40
A1000098,2020/06/13,A00263,A,295,200,310,5,1000,1550,550
A1000098,2020/06/13,A00263,A,350,130,300,1,130,300,170
A1000098,2020/06/13,A00263,A,359,90,150,1,90,150,60
A1000098,2020/06/13,A00263,A,383,40,65,1,40,65,25
A1000098,2020/06/13,A00263,A,390,100,170,1,100,170,70
A1000098,2020/06/13,A00263,A,407,95,165,1,95,165,70
A1000098,2020/06/13,A00263,A,444,100,170,1,100,170,70
A1000099,2020/01/20,A00269,A,219,400,550,1,400,550,150
A1000099,2020/01/20,A00269,A,229,46,86,1,46,86,40
A1000099,2020/01/20,A00269,A,359,90,150,1,90,150,60
A1000099,2020/01/20,A00269,A,383,40,65,6,240,390,150
A1000099,2020/01/20,A00269,A,390,100,170,1,100,170,70
A1000099,2020/01/20,A00269,A,407,95,165,1,95,165,70
A1000099,2020/01/20,A00269,A,444,100,170,1,100,170,70
A1000100,2020/01/10,A00270,A,219,400,550,1,400,550,150
A1000100,2020/01/10,A00270,A,229,46,86,6,276,516,240
A1000100,2020/01/10,A00270,A,350,130,300,1,130,300,170
A1000100,2020/01/10,A00270,A,359,90,150,1,90,150,60
A1000100,2020/01/10,A00270,A,383,40,65,1,40,65,25
A1000100,2020/01/10,A00270,A,390,100,170,1,100,170,70
A1000100,2020/01/10,A00270,A,407,95,165,3,285,495,210
A1000100,2020/01/10,A00270,A,444,100,170,1,100,170,70
A1000101,2020/06/14,A00271,A,219,400,550,1,400,550,150
A1000101,2020/06/14,A00271,A,229,46,86,1,46,86,40
A1000101,2020/06/14,A00271,A,350,130,300,1,130,300,170
A1000101,2020/06/14,A00271,A,359,90,150,1,90,150,60
A1000101,2020/06/14,A00271,A,383,40,65,3,120,195,75
A1000101,2020/06/14,A00271,A,390,100,170,1,100,170,70
A1000101,2020/06/14,A00271,A,407,95,165,2,190,330,140
A1000101,2020/06/14,A00271,A,444,100,170,1,100,170,70
A1000102,2020/01/06,A00272,A,219,400,550,1,400,550,150
A1000102,2020/01/06,A00272,A,229,46,86,1,46,86,40
A1000102,2020/01/06,A00272,A,359,90,150,5,450,750,300
A1000102,2020/01/06,A00272,A,383,40,65,1,40,65,25
A1000102,2020/01/06,A00272,A,390,100,170,3,300,510,210
A1000102,2020/01/06,A00272,A,407,95,165,5,475,825,350
A1000102,2020/01/06,A00272,A,444,100,170,5,500,850,350
A1000103,2020/10/01,A00275,A,219,400,550,1,400,550,150
A1000103,2020/10/01,A00275,A,229,46,86,1,46,86,40
A1000103,2020/10/01,A00275,A,359,90,150,2,180,300,120
A1000103,2020/10/01,A00275,A,383,40,65,1,40,65,25
A1000103,2020/10/01,A00275,A,390,100,170,1,100,170,70
A1000103,2020/10/01,A00275,A,407,95,165,1,95,165,70
A1000103,2020/10/01,A00275,A,444,100,170,1,100,170,70
A1000104,2020/07/23,A00003,A,295,200,310,3,600,930,330
A1000104,2020/07/23,A00003,A,306,110,180,1,110,180,70
A1000104,2020/07/23,A00003,A,350,130,300,1,130,300,170
A1000104,2020/07/23,A00003,A,403,70,130,1,70,130,60
A1000104,2020/07/23,A00003,A,437,60,110,1,60,110,50
A1000104,2020/07/23,A00003,A,501,150,290,1,150,290,140
A1000105,2020/08/23,A00005,A,295,200,310,1,200,310,110
A1000105,2020/08/23,A00005,A,306,110,180,1,110,180,70
A1000105,2020/08/23,A00005,A,350,130,300,1,130,300,170
A1000105,2020/08/23,A00005,A,403,70,130,2,140,260,120
A1000105,2020/08/23,A00005,A,437,60,110,1,60,110,50
A1000105,2020/08/23,A00005,A,501,150,290,1,150,290,140
A1000106,2020/01/12,A00016,A,295,200,310,1,200,310,110
A1000106,2020/01/12,A00016,A,306,110,180,1,110,180,70
A1000106,2020/01/12,A00016,A,350,130,300,1,130,300,170
A1000106,2020/01/12,A00016,A,403,70,130,1,70,130,60
A1000106,2020/01/12,A00016,A,437,60,110,1,60,110,50
A1000106,2020/01/12,A00016,A,501,150,290,1,150,290,140
A1000107,2020/10/02,A00017,A,295,200,310,1,200,310,110
A1000107,2020/10/02,A00017,A,306,110,180,1,110,180,70
A1000107,2020/10/02,A00017,A,350,130,300,1,130,300,170
A1000107,2020/10/02,A00017,A,403,70,130,3,210,390,180
A1000107,2020/10/02,A00017,A,437,60,110,1,60,110,50
A1000107,2020/10/02,A00017,A,501,150,290,3,450,870,420
A1000108,2020/05/26,A00027,A,295,200,310,1,200,310,110
A1000108,2020/05/26,A00027,A,306,110,180,1,110,180,70
A1000108,2020/05/26,A00027,A,350,130,300,1,130,300,170
A1000108,2020/05/26,A00027,A,403,70,130,4,280,520,240
A1000108,2020/05/26,A00027,A,437,60,110,1,60,110,50
A1000108,2020/05/26,A00027,A,501,150,290,1,150,290,140
A1000109,2020/08/18,A00032,A,295,200,310,1,200,310,110
A1000109,2020/08/18,A00032,A,306,110,180,1,110,180,70
A1000109,2020/08/18,A00032,A,350,130,300,1,130,300,170
A1000109,2020/08/18,A00032,A,403,70,130,1,70,130,60
A1000109,2020/08/18,A00032,A,437,60,110,1,60,110,50
A1000109,2020/08/18,A00032,A,501,150,290,2,300,580,280
A1000110,2020/12/28,A00036,A,295,200,310,1,200,310,110
A1000110,2020/12/28,A00036,A,306,110,180,5,550,900,350
A1000110,2020/12/28,A00036,A,350,130,300,1,130,300,170
A1000110,2020/12/28,A00036,A,403,70,130,1,70,130,60
A1000110,2020/12/28,A00036,A,437,60,110,1,60,110,50
A1000110,2020/12/28,A00036,A,501,150,290,1,150,290,140
A1000112,2020/12/10,A00038,A,295,200,310,1,200,310,110
A1000112,2020/12/10,A00038,A,306,110,180,1,110,180,70
A1000112,2020/12/10,A00038,A,350,130,300,1,130,300,170
A1000112,2020/12/10,A00038,A,403,70,130,1,70,130,60
A1000112,2020/12/10,A00038,A,437,60,110,1,60,110,50
A1000112,2020/12/10,A00038,A,501,150,290,2,300,580,280
A1000114,2020/12/19,A00047,A,295,200,310,1,200,310,110
A1000114,2020/12/19,A00047,A,306,110,180,4,440,720,280
A1000114,2020/12/19,A00047,A,350,130,300,1,130,300,170
A1000114,2020/12/19,A00047,A,403,70,130,1,70,130,60
A1000114,2020/12/19,A00047,A,437,60,110,2,120,220,100
A1000114,2020/12/19,A00047,A,501,150,290,1,150,290,140
A1000115,2020/12/18,A00058,A,295,200,310,1,200,310,110
A1000115,2020/12/18,A00058,A,306,110,180,1,110,180,70
A1000115,2020/12/18,A00058,A,350,130,300,2,260,600,340
A1000115,2020/12/18,A00058,A,403,70,130,2,140,260,120
A1000115,2020/12/18,A00058,A,437,60,110,1,60,110,50
A1000115,2020/12/18,A00058,A,501,150,290,1,150,290,140
